date,store_id,product_id,category,price,purchase_cost,units_sold,stock_on_hand,stock_received,reorder_flag,stockout_flag,holding_cost,revenue,cost,promotion_flag,lead_time,day_of_week,month
2023-11-18,21,77,Clothing,91.11,69.78,7,13,4,0,0,0.6000000000000001,637.77,488.46000000000004,0,5,5,11
2024-09-09,1,326,Health,113.17,83.51,3,8,2,1,0,0.5,339.51,250.53000000000003,0,4,0,9
2024-12-12,45,344,Electronics,111.95,73.61,7,17,1,0,0,1.0,783.65,515.27,0,6,3,12
2023-09-28,34,295,Home Appliances,14.34,8.83,2,13,0,0,0,1.1,28.68,17.66,0,5,3,9
2024-11-04,10,472,Grocery,127.87,73.48,5,22,0,0,0,1.7000000000000002,639.35,367.40000000000003,0,6,0,11
2023-04-04,2,176,Clothing,158.14,82.94,1,3,3,1,0,0.2,158.14,82.94,0,6,1,4
2024-10-18,36,438,Clothing,67.98,34.16,3,7,1,1,0,0.4,203.94,102.47999999999999,0,6,4,10
2024-07-27,10,307,Toys,75.99,55.21,8,8,1,1,0,0.0,607.92,441.68,0,3,5,7
2024-12-22,33,425,Health,10.52,5.52,6,20,3,0,0,1.4000000000000001,63.12,33.12,0,4,6,12
2023-05-01,44,417,Home Appliances,108.81,55.6,6,11,2,0,0,0.5,652.86,333.6,0,1,0,5
2023-09-17,13,306,Toys,86.84,47.76,4,23,5,0,0,1.9000000000000001,347.36,191.04,0,7,6,9
2024-06-14,7,280,Toys,105.4,75.31,12,21,1,0,0,0.9,1264.8000000000002,903.72,1,1,4,6
2024-08-14,13,267,Clothing,54.53,46.62,6,9,2,1,0,0.30000000000000004,327.18,279.71999999999997,0,5,2,8
2024-08-08,33,205,Clothing,7.35,5.5,6,17,4,0,0,1.1,44.099999999999994,33.0,0,3,3,8
2024-08-30,29,453,Electronics,81.05,44.36,7,14,8,0,0,0.7000000000000001,567.35,310.52,0,7,4,8
2023-02-07,20,360,Grocery,146.13,96.18,4,14,0,0,0,1.0,584.52,384.72,1,4,1,2
2024-01-15,29,477,Toys,54.13,45.01,13,22,5,0,0,0.9,703.69,585.13,1,4,0,1
2024-05-05,32,293,Health,100.64,76.29,3,3,2,1,0,0.0,301.92,228.87,0,5,6,5
2024-06-07,11,492,Grocery,129.32,73.56,4,10,6,0,0,0.6000000000000001,517.28,294.24,0,6,4,6
2023-02-07,12,242,Health,69.1,56.56,6,18,0,0,0,1.2000000000000002,414.59999999999997,339.36,1,4,1,2
2023-07-02,35,469,Clothing,64.26,57.75,6,25,0,0,0,1.9000000000000001,385.56000000000006,346.5,0,2,6,7
2023-12-14,43,13,Clothing,66.6,51.47,1,5,6,1,0,0.4,66.6,51.47,0,2,3,12
2023-07-07,3,172,Home Appliances,99.19,87.41,7,14,3,0,0,0.7000000000000001,694.3299999999999,611.87,0,1,4,7
2023-08-14,21,361,Clothing,160.82,81.37,7,11,5,0,0,0.4,1125.74,569.59,0,5,0,8
2024-06-25,47,196,Health,15.85,11.96,3,8,3,1,0,0.5,47.55,35.88,1,5,1,6
2023-05-11,1,293,Health,147.73,76.29,7,16,5,0,0,0.9,1034.11,534.0300000000001,0,1,3,5
2024-07-03,18,185,Home Appliances,83.09,66.51,3,4,4,1,0,0.1,249.27,199.53000000000003,0,3,2,7
2023-05-24,4,328,Clothing,38.41,27.06,2,12,7,0,0,1.0,76.82,54.12,0,7,2,5
2023-11-29,18,424,Home Appliances,93.01,69.07,5,10,7,0,0,0.5,465.05,345.34999999999997,0,5,2,11
2023-07-15,50,36,Toys,108.75,59.79,3,9,8,1,0,0.6000000000000001,326.25,179.37,0,7,5,7
2024-09-13,26,32,Health,69.64,49.26,8,18,8,0,0,1.0,557.12,394.08,0,4,4,9
2023-04-28,45,120,Toys,67.76,39.63,8,9,4,1,0,0.1,542.08,317.04,0,3,4,4
2024-11-13,46,3,Clothing,72.87,47.26,7,12,7,0,0,0.5,510.09000000000003,330.82,1,4,2,11
2023-09-07,19,353,Health,71.53,49.04,3,21,0,0,0,1.8,214.59,147.12,0,4,3,9
2024-01-27,28,292,Electronics,21.21,15.69,4,6,0,1,0,0.2,84.84,62.76,1,2,5,1
2023-02-20,15,214,Health,79.61,65.19,5,11,6,0,0,0.6000000000000001,398.05,325.95,0,1,0,2
2023-06-24,35,81,Grocery,70.01,57.13,6,13,1,0,0,0.7000000000000001,420.06000000000006,342.78000000000003,0,4,5,6
2024-08-25,30,204,Home Appliances,8.61,7.07,4,7,4,1,0,0.30000000000000004,34.44,28.28,1,3,6,8
2024-05-20,46,432,Home Appliances,27.12,14.61,4,7,1,1,0,0.30000000000000004,108.48,58.44,0,4,0,5
2024-10-02,41,238,Home Appliances,55.29,28.65,2,15,9,0,0,1.3,110.58,57.3,0,1,2,10
2023-08-10,21,88,Grocery,10.45,5.34,5,21,0,0,0,1.6,52.25,26.7,0,2,3,8
2023-06-27,45,153,Grocery,41.24,29.9,6,12,2,0,0,0.6000000000000001,247.44,179.39999999999998,0,6,1,6
2023-04-02,34,29,Health,99.27,57.16,6,23,7,0,0,1.7000000000000002,595.62,342.96,1,3,6,4
2024-03-10,27,272,Toys,157.88,95.39,3,14,3,0,0,1.1,473.64,286.17,0,3,6,3
2024-08-07,38,157,Toys,83.92,52.19,10,14,9,0,0,0.4,839.2,521.9,0,4,2,8
2023-10-06,37,432,Home Appliances,20.12,14.61,6,24,0,0,0,1.8,120.72,87.66,0,7,4,10
2024-03-14,35,354,Clothing,42.29,38.02,6,23,8,0,0,1.7000000000000002,253.74,228.12,0,7,3,3
2024-02-01,22,205,Clothing,8.68,5.5,4,4,6,1,0,0.0,34.72,22.0,0,3,3,2
2024-02-06,38,323,Grocery,128.92,99.31,6,15,7,0,0,0.9,773.52,595.86,0,1,1,2
2023-07-14,39,368,Clothing,7.66,5.35,4,19,6,0,0,1.5,30.64,21.4,0,5,4,7
2024-02-22,30,123,Health,71.94,63.75,7,22,4,0,0,1.5,503.58,446.25,0,7,3,2
2023-09-10,39,496,Health,9.78,7.48,2,20,0,0,0,1.8,19.56,14.96,0,1,6,9
2024-07-14,43,277,Health,65.78,43.91,6,6,5,1,0,0.0,394.68,263.46,0,1,6,7
2024-12-08,47,439,Clothing,57.28,43.54,5,15,3,0,0,1.0,286.4,217.7,0,1,6,12
2024-12-15,32,193,Health,95.91,86.74,8,8,5,1,0,0.0,767.28,693.92,0,2,6,12
2024-03-14,11,291,Grocery,136.22,92.63,6,16,3,0,0,1.0,817.3199999999999,555.78,1,3,3,3
2023-07-25,10,279,Grocery,85.99,52.32,4,22,6,0,0,1.8,343.96,209.28,0,6,1,7
2024-04-16,36,294,Health,46.36,38.24,8,22,1,0,0,1.4000000000000001,370.88,305.92,0,3,1,4
2023-03-17,42,153,Grocery,35.4,29.9,9,13,9,0,0,0.4,318.59999999999997,269.09999999999997,0,5,4,3
2023-12-12,31,340,Toys,170.26,91.35,6,16,7,0,0,1.0,1021.56,548.0999999999999,0,1,1,12
2023-06-27,14,255,Clothing,102.8,91.57,4,7,9,1,0,0.30000000000000004,411.2,366.28,0,4,1,6
2024-01-20,46,83,Clothing,28.2,14.2,7,11,6,0,0,0.4,197.4,99.39999999999999,0,5,5,1
2023-08-06,10,45,Electronics,9.65,7.69,9,15,4,0,0,0.6000000000000001,86.85000000000001,69.21000000000001,0,1,6,8
2024-12-15,2,318,Health,114.68,96.3,2,8,9,1,0,0.6000000000000001,229.36,192.6,0,2,6,12
2023-01-29,44,335,Grocery,136.76,71.9,5,12,9,0,0,0.7000000000000001,683.8,359.5,0,3,6,1
2023-12-30,12,455,Home Appliances,95.81,74.96,2,9,5,1,0,0.7000000000000001,191.62,149.92,0,7,5,12
2023-09-28,30,56,Toys,24.39,19.41,9,23,1,0,0,1.4000000000000001,219.51,174.69,1,7,3,9
2024-01-07,33,493,Home Appliances,43.54,34.53,1,6,0,1,0,0.5,43.54,34.53,0,5,6,1
2024-01-28,32,453,Electronics,81.52,44.36,6,7,1,1,0,0.1,489.12,266.15999999999997,0,4,6,1
2024-08-23,28,247,Grocery,64.2,41.83,4,12,8,0,0,0.8,256.8,167.32,0,2,4,8
2024-08-21,6,139,Grocery,92.07,50.01,4,22,9,0,0,1.8,368.28,200.04,0,7,2,8
2023-09-01,22,20,Health,16.37,13.13,4,19,5,0,0,1.5,65.48,52.52,0,4,4,9
2024-06-03,24,435,Health,47.4,29.47,16,17,6,0,0,0.1,758.4,471.52,1,7,0,6
2023-09-17,2,263,Grocery,24.67,20.99,4,11,4,0,0,0.7000000000000001,98.68,83.96,0,2,6,9
2024-09-16,6,170,Health,111.51,67.95,15,30,5,0,0,1.5,1672.65,1019.25,1,1,0,9
2024-07-03,14,206,Toys,123.95,90.53,3,18,6,0,0,1.5,371.85,271.59000000000003,1,6,2,7
2024-08-09,50,426,Home Appliances,162.64,82.77,5,11,7,0,0,0.6000000000000001,813.1999999999999,413.84999999999997,0,1,4,8
2023-04-23,24,135,Grocery,147.09,78.86,2,16,5,0,0,1.4000000000000001,294.18,157.72,0,7,6,4
2023-06-30,10,46,Health,12.02,9.75,10,16,9,0,0,0.6000000000000001,120.19999999999999,97.5,0,4,4,6
2024-02-25,12,234,Toys,129.79,97.63,1,9,4,1,0,0.8,129.79,97.63,0,1,6,2
2023-06-18,13,415,Toys,11.75,9.83,4,16,6,0,0,1.2000000000000002,47.0,39.32,0,3,6,6
2024-04-29,16,484,Clothing,103.92,85.23,1,18,0,0,0,1.7000000000000002,103.92,85.23,0,7,0,4
2024-06-06,11,338,Toys,12.38,7.31,6,14,4,0,0,0.8,74.28,43.86,0,7,3,6
2023-06-27,5,391,Clothing,80.5,53.98,7,26,4,0,0,1.9000000000000001,563.5,377.85999999999996,0,4,1,6
2023-04-02,26,30,Home Appliances,32.49,27.53,6,20,8,0,0,1.4000000000000001,194.94,165.18,0,6,6,4
2023-06-28,39,413,Home Appliances,75.08,55.05,1,12,1,0,0,1.1,75.08,55.05,0,5,2,6
2024-05-17,7,212,Health,57.71,29.4,5,5,9,1,0,0.0,288.55,147.0,0,3,4,5
2024-02-26,14,112,Toys,69.03,56.84,6,18,0,0,0,1.2000000000000002,414.18,341.04,0,5,0,2
2023-09-09,33,474,Toys,61.48,37.16,3,13,5,0,0,1.0,184.44,111.47999999999999,0,6,5,9
2024-01-21,18,411,Clothing,93.96,72.05,3,22,1,0,0,1.9000000000000001,281.88,216.14999999999998,0,2,6,1
2023-10-25,21,146,Grocery,133.85,80.79,4,7,6,1,0,0.30000000000000004,535.4,323.16,0,1,2,10
2023-11-23,41,335,Grocery,105.1,71.9,7,22,1,0,0,1.5,735.6999999999999,503.30000000000007,1,2,3,11
2023-03-06,41,124,Home Appliances,75.3,65.47,9,23,8,0,0,1.4000000000000001,677.6999999999999,589.23,0,6,0,3
2024-02-10,17,139,Grocery,77.94,50.01,4,10,3,0,0,0.6000000000000001,311.76,200.04,0,7,5,2
2024-07-18,27,114,Clothing,78.18,53.4,8,13,7,0,0,0.5,625.44,427.2,0,2,3,7
2024-06-22,49,419,Health,27.0,17.7,7,8,8,1,0,0.1,189.0,123.89999999999999,0,7,5,6
2024-07-22,36,164,Electronics,113.06,66.24,4,6,6,1,0,0.2,452.24,264.96,0,3,0,7
2023-05-02,18,308,Health,33.89,25.36,4,13,7,0,0,0.9,135.56,101.44,0,1,1,5
2023-08-03,35,249,Clothing,86.68,47.16,4,10,5,0,0,0.6000000000000001,346.72,188.64,0,5,3,8
2024-06-27,31,235,Clothing,83.89,44.91,4,19,2,0,0,1.5,335.56,179.64,0,7,3,6
2023-05-02,19,92,Toys,153.42,93.2,5,5,1,1,0,0.0,767.0999999999999,466.0,0,6,1,5
2024-06-15,13,305,Health,47.06,40.1,3,12,4,0,0,0.9,141.18,120.30000000000001,0,4,5,6
2023-10-14,42,123,Health,84.08,63.75,5,23,9,0,0,1.8,420.4,318.75,0,1,5,10
2023-07-30,47,303,Grocery,147.82,88.34,4,22,4,0,0,1.8,591.28,353.36,0,6,6,7
2024-01-24,27,445,Grocery,52.28,28.27,3,17,0,0,0,1.4000000000000001,156.84,84.81,0,6,2,1
2023-04-11,48,216,Grocery,56.44,30.39,4,19,6,0,0,1.5,225.76,121.56,0,4,1,4
2023-07-01,25,208,Grocery,38.97,22.38,3,10,5,0,0,0.7000000000000001,116.91,67.14,0,1,5,7
2023-02-05,9,288,Toys,166.37,97.96,5,15,8,0,0,1.0,831.85,489.79999999999995,0,2,6,2
2023-01-02,24,378,Health,16.79,11.46,11,28,5,0,0,1.7000000000000002,184.69,126.06,0,4,0,1
2024-06-26,5,142,Electronics,94.31,70.66,1,17,4,0,0,1.6,94.31,70.66,0,3,2,6
2023-05-17,29,428,Health,28.92,14.61,8,10,8,0,0,0.2,231.36,116.88,0,6,2,5
2024-07-16,37,405,Home Appliances,171.1,86.73,10,27,4,0,0,1.7000000000000002,1711.0,867.3000000000001,0,2,1,7
2024-08-16,43,446,Toys,67.47,37.72,7,20,2,0,0,1.3,472.28999999999996,264.03999999999996,0,2,4,8
2024-04-23,13,4,Electronics,145.89,76.07,4,16,8,0,0,1.2000000000000002,583.56,304.28,0,7,1,4
2024-01-15,45,308,Health,38.41,25.36,6,9,1,1,0,0.30000000000000004,230.45999999999998,152.16,1,7,0,1
2024-02-02,42,133,Grocery,53.2,40.62,6,15,0,0,0,0.9,319.20000000000005,243.71999999999997,1,3,4,2
2024-07-28,1,256,Electronics,146.57,85.93,7,8,3,1,0,0.1,1025.99,601.51,1,4,6,7
2023-07-19,3,258,Electronics,21.22,15.66,4,15,8,0,0,1.1,84.88,62.64,0,6,2,7
2024-10-22,7,481,Electronics,18.99,15.57,5,12,0,0,0,0.7000000000000001,94.94999999999999,77.85,0,2,1,10
2024-10-10,27,234,Toys,186.99,97.63,3,6,3,1,0,0.30000000000000004,560.97,292.89,0,2,3,10
2024-04-09,23,144,Health,16.77,13.49,5,10,1,0,0,0.5,83.85,67.45,0,1,1,4
2023-11-21,8,338,Toys,12.96,7.31,9,23,4,0,0,1.4000000000000001,116.64000000000001,65.78999999999999,0,6,1,11
2023-05-28,36,13,Clothing,67.03,51.47,13,19,4,0,0,0.6000000000000001,871.39,669.11,1,3,6,5
2024-12-23,29,80,Toys,44.68,30.67,3,7,7,1,0,0.4,134.04,92.01,0,6,0,12
2024-08-27,30,301,Grocery,8.1,5.05,7,24,2,0,0,1.7000000000000002,56.699999999999996,35.35,0,5,1,8
2023-01-19,1,283,Health,29.76,21.24,5,8,9,1,0,0.30000000000000004,148.8,106.19999999999999,0,7,3,1
2024-07-23,4,164,Electronics,79.44,66.24,3,15,4,0,0,1.2000000000000002,238.32,198.71999999999997,0,5,1,7
2024-12-06,43,449,Health,158.14,91.34,7,18,2,0,0,1.1,1106.98,639.38,1,1,4,12
2024-08-26,23,424,Home Appliances,102.82,69.07,6,12,2,0,0,0.6000000000000001,616.92,414.41999999999996,0,7,0,8
2023-10-02,38,308,Health,46.1,25.36,5,9,7,1,0,0.4,230.5,126.8,0,4,0,10
2023-04-17,4,451,Clothing,17.67,13.13,6,11,4,0,0,0.5,106.02000000000001,78.78,1,5,0,4
2024-01-01,19,216,Grocery,50.34,30.39,2,6,0,1,0,0.4,100.68,60.78,0,6,0,1
2023-11-29,23,42,Grocery,108.7,65.92,9,10,6,0,0,0.1,978.3000000000001,593.28,1,6,2,11
2024-07-28,8,69,Grocery,109.93,80.27,3,13,6,0,0,1.0,329.79,240.81,0,2,6,7
2024-11-13,39,109,Clothing,156.49,96.83,5,9,1,1,0,0.4,782.45,484.15,0,6,2,11
2023-11-05,2,60,Home Appliances,81.05,73.29,7,18,5,0,0,1.1,567.35,513.0300000000001,1,1,6,11
2023-01-01,42,242,Health,69.62,56.56,5,17,7,0,0,1.2000000000000002,348.1,282.8,0,5,6,1
2023-06-26,36,474,Toys,73.93,37.16,7,11,4,0,0,0.4,517.51,260.12,0,1,0,6
2023-01-23,3,469,Clothing,74.18,57.75,11,27,0,0,0,1.6,815.98,635.25,0,1,0,1
2024-05-15,6,157,Toys,57.42,52.19,6,20,8,0,0,1.4000000000000001,344.52,313.14,0,1,2,5
2024-03-25,44,53,Grocery,89.99,52.4,3,6,6,1,0,0.30000000000000004,269.96999999999997,157.2,0,4,0,3
2023-01-28,34,451,Clothing,17.65,13.13,6,8,5,1,0,0.2,105.89999999999999,78.78,0,2,5,1
2023-09-26,47,173,Clothing,49.84,32.65,7,19,2,0,0,1.2000000000000002,348.88,228.54999999999998,0,5,1,9
2024-09-25,35,361,Clothing,142.92,81.37,3,5,2,1,0,0.2,428.76,244.11,0,3,2,9
2024-02-15,30,67,Grocery,126.02,89.16,6,17,5,0,0,1.1,756.12,534.96,0,3,3,2
2024-06-03,45,163,Grocery,112.46,78.4,6,16,3,0,0,1.0,674.76,470.40000000000003,0,3,0,6
2023-08-22,43,174,Grocery,31.89,19.13,2,20,6,0,0,1.8,63.78,38.26,0,5,1,8
2024-09-26,33,106,Health,37.28,25.49,4,8,4,1,0,0.4,149.12,101.96,0,6,3,9
2024-08-29,31,217,Grocery,121.8,62.75,5,21,4,0,0,1.6,609.0,313.75,0,1,3,8
2023-12-21,22,413,Home Appliances,86.98,55.05,1,3,1,1,0,0.2,86.98,55.05,0,4,3,12
2023-05-11,8,360,Grocery,185.12,96.18,1,6,6,1,0,0.5,185.12,96.18,0,3,3,5
2023-02-05,24,194,Health,63.53,42.96,9,21,0,0,0,1.2000000000000002,571.77,386.64,0,1,6,2
2024-02-13,20,102,Electronics,141.78,95.31,5,17,5,0,0,1.2000000000000002,708.9,476.55,0,7,1,2
2024-10-30,26,371,Grocery,62.83,36.54,9,24,0,0,0,1.5,565.47,328.86,0,1,2,10
2023-07-23,45,15,Toys,96.35,56.03,6,13,4,0,0,0.7000000000000001,578.0999999999999,336.18,1,2,6,7
2023-05-20,48,65,Electronics,41.37,31.07,3,13,8,0,0,1.0,124.10999999999999,93.21000000000001,1,1,5,5
2024-07-28,31,90,Clothing,95.31,58.96,4,16,4,0,0,1.2000000000000002,381.24,235.84,0,7,6,7
2024-03-14,10,434,Toys,94.51,66.32,6,24,2,0,0,1.8,567.0600000000001,397.91999999999996,0,1,3,3
2024-06-13,18,187,Clothing,55.18,30.95,6,25,8,0,0,1.9000000000000001,331.08,185.7,0,2,3,6
2023-10-17,39,372,Home Appliances,46.39,33.81,7,9,3,1,0,0.2,324.73,236.67000000000002,1,4,1,10
2023-03-11,19,17,Electronics,21.13,13.26,3,6,1,1,0,0.30000000000000004,63.39,39.78,0,1,5,3
2024-05-19,1,58,Grocery,103.6,69.02,6,19,0,0,0,1.3,621.5999999999999,414.12,0,2,6,5
2023-07-08,11,472,Grocery,126.3,73.48,6,11,9,0,0,0.5,757.8,440.88,1,7,5,7
2023-11-26,26,429,Clothing,103.93,75.54,5,7,0,1,0,0.2,519.6500000000001,377.70000000000005,0,5,6,11
2024-07-31,3,105,Health,86.34,75.12,7,23,1,0,0,1.6,604.38,525.84,1,3,2,7
2023-01-01,40,363,Toys,72.71,55.33,7,13,5,0,0,0.6000000000000001,508.96999999999997,387.31,0,2,6,1
2024-07-05,47,71,Toys,24.73,18.54,5,5,7,1,0,0.0,123.65,92.69999999999999,0,6,4,7
2024-01-05,1,329,Grocery,75.87,52.32,3,22,2,0,0,1.9000000000000001,227.61,156.96,0,4,4,1
2024-07-17,14,441,Health,83.59,57.43,1,7,9,1,0,0.6000000000000001,83.59,57.43,0,1,2,7
2024-04-16,22,301,Grocery,9.38,5.05,5,10,7,0,0,0.5,46.900000000000006,25.25,0,3,1,4
2024-03-29,13,57,Grocery,120.81,83.05,4,14,8,0,0,1.0,483.24,332.2,1,4,4,3
2024-11-04,19,246,Clothing,102.45,68.32,4,12,4,0,0,0.8,409.8,273.28,0,2,0,11
2024-07-08,37,395,Electronics,119.56,92.84,7,12,5,0,0,0.5,836.9200000000001,649.88,0,7,0,7
2024-11-10,22,448,Health,62.64,36.94,6,17,3,0,0,1.1,375.84000000000003,221.64,0,7,6,11
2023-04-06,20,38,Grocery,99.34,75.12,3,5,1,1,0,0.2,298.02,225.36,0,7,3,4
2024-09-26,35,170,Health,78.82,67.95,7,24,3,0,0,1.7000000000000002,551.74,475.65000000000003,0,7,3,9
2024-01-20,33,456,Clothing,101.3,86.18,2,10,3,0,0,0.8,202.6,172.36,0,1,5,1
2023-06-22,11,436,Home Appliances,59.21,42.2,4,14,3,0,0,1.0,236.84,168.8,0,2,3,6
2024-06-06,47,227,Electronics,80.48,54.9,6,24,6,0,0,1.8,482.88,329.4,1,3,3,6
2023-02-23,1,412,Electronics,32.95,21.97,8,12,8,0,0,0.4,263.6,175.76,0,1,3,2
2023-12-05,29,120,Toys,70.18,39.63,4,13,8,0,0,0.9,280.72,158.52,0,6,1,12
2023-07-08,39,279,Grocery,93.01,52.32,8,10,8,0,0,0.2,744.08,418.56,0,7,5,7
2023-05-09,42,97,Grocery,131.99,85.02,2,7,2,1,0,0.5,263.98,170.04,0,1,1,5
2023-02-05,42,30,Home Appliances,45.33,27.53,6,25,5,0,0,1.9000000000000001,271.98,165.18,0,7,6,2
2023-01-08,31,178,Clothing,134.51,79.38,3,7,4,1,0,0.4,403.53,238.14,0,4,6,1
2023-03-26,22,435,Health,33.94,29.47,6,14,9,0,0,0.8,203.64,176.82,1,5,6,3
2023-01-20,20,173,Clothing,64.64,32.65,2,18,3,0,0,1.6,129.28,65.3,0,1,4,1
2023-07-23,15,496,Health,8.35,7.48,5,5,7,1,0,0.0,41.75,37.400000000000006,0,1,6,7
2024-03-14,14,68,Toys,67.79,40.03,4,19,6,0,0,1.5,271.16,160.12,0,5,3,3
2024-01-25,34,267,Clothing,82.67,46.62,4,18,5,0,0,1.4000000000000001,330.68,186.48,0,3,3,1
2024-06-22,12,284,Home Appliances,88.75,68.36,7,22,5,0,0,1.5,621.25,478.52,1,6,5,6
2024-11-06,6,485,Grocery,69.47,51.39,7,26,2,0,0,1.9000000000000001,486.28999999999996,359.73,1,2,2,11
2023-01-28,14,490,Electronics,111.0,87.3,7,21,4,0,0,1.4000000000000001,777.0,611.1,0,6,5,1
2023-02-10,22,147,Clothing,133.73,74.08,7,23,8,0,0,1.6,936.1099999999999,518.56,0,7,4,2
2024-06-14,21,67,Grocery,153.17,89.16,4,8,8,1,0,0.4,612.68,356.64,0,4,4,6
2023-01-14,23,87,Grocery,55.37,29.73,4,23,9,0,0,1.9000000000000001,221.48,118.92,0,5,5,1
2023-06-13,3,485,Grocery,86.07,51.39,7,23,4,0,0,1.6,602.49,359.73,0,7,1,6
2023-08-23,1,388,Toys,74.43,64.14,8,21,0,0,0,1.3,595.44,513.12,0,7,2,8
2023-05-27,2,441,Health,102.15,57.43,6,24,3,0,0,1.8,612.9000000000001,344.58,1,7,5,5
2023-03-19,5,347,Home Appliances,136.19,71.45,3,21,5,0,0,1.8,408.57,214.35000000000002,0,6,6,3
2023-07-24,50,16,Home Appliances,98.28,76.11,7,14,0,0,0,0.7000000000000001,687.96,532.77,0,3,0,7
2024-06-10,19,89,Clothing,17.76,13.26,4,11,3,0,0,0.7000000000000001,71.04,53.04,0,5,0,6
2024-03-08,35,68,Toys,44.19,40.03,6,18,9,0,0,1.2000000000000002,265.14,240.18,0,4,4,3
2023-04-08,19,467,Toys,20.95,18.9,4,18,2,0,0,1.4000000000000001,83.8,75.6,0,6,5,4
2024-01-21,21,437,Grocery,104.74,82.88,10,21,7,0,0,1.1,1047.3999999999999,828.8,1,3,6,1
2024-09-24,39,437,Grocery,156.65,82.88,8,25,2,0,0,1.7000000000000002,1253.2,663.04,0,2,1,9
2024-05-12,25,480,Grocery,24.08,16.81,5,7,8,1,0,0.2,120.39999999999999,84.05,0,2,6,5
2024-01-22,47,92,Toys,168.99,93.2,4,22,8,0,0,1.8,675.96,372.8,0,4,0,1
2023-10-24,8,421,Health,73.69,61.06,6,10,7,0,0,0.4,442.14,366.36,0,5,1,10
2024-10-20,24,222,Clothing,99.22,50.48,2,8,7,1,0,0.6000000000000001,198.44,100.96,0,2,6,10
2023-10-18,30,345,Electronics,114.28,76.66,6,14,4,0,0,0.8,685.6800000000001,459.96,0,7,2,10
2024-10-29,48,113,Clothing,51.29,34.34,4,22,0,0,0,1.8,205.16,137.36,0,7,1,10
2024-02-01,6,237,Toys,111.46,84.73,6,16,6,0,0,1.0,668.76,508.38,0,1,3,2
2024-01-05,15,207,Grocery,27.13,18.9,4,11,3,0,0,0.7000000000000001,108.52,75.6,0,5,4,1
2023-04-24,19,58,Grocery,98.22,69.02,2,3,6,1,0,0.1,196.44,138.04,0,5,0,4
2024-10-08,20,398,Electronics,121.84,77.46,7,25,8,0,0,1.8,852.88,542.2199999999999,0,5,1,10
2024-02-11,10,355,Clothing,66.0,41.0,7,19,0,0,0,1.2000000000000002,462.0,287.0,0,1,6,2
2023-12-03,21,162,Electronics,134.25,82.77,7,11,5,0,0,0.4,939.75,579.39,0,1,6,12
2023-07-14,46,431,Clothing,138.2,80.99,4,17,2,0,0,1.3,552.8,323.96,0,1,4,7
2024-05-09,37,31,Electronics,32.46,29.03,5,13,0,0,0,0.8,162.3,145.15,0,7,3,5
2024-09-03,17,469,Clothing,79.41,57.75,6,18,4,0,0,1.2000000000000002,476.46,346.5,0,6,1,9
2024-01-30,24,81,Grocery,72.84,57.13,5,24,6,0,0,1.9000000000000001,364.20000000000005,285.65000000000003,0,5,1,1
2023-09-07,23,68,Toys,62.62,40.03,3,20,0,0,0,1.7000000000000002,187.85999999999999,120.09,0,5,3,9
2023-05-03,31,266,Toys,149.99,85.4,1,14,8,0,0,1.3,149.99,85.4,0,7,2,5
2023-06-09,5,311,Toys,53.83,45.58,6,18,0,0,0,1.2000000000000002,322.98,273.48,1,5,4,6
2024-10-24,1,280,Toys,139.62,75.31,5,24,0,0,0,1.9000000000000001,698.1,376.55,0,4,3,10
2024-10-31,45,265,Grocery,44.86,31.66,4,17,0,0,0,1.3,179.44,126.64,0,5,3,10
2024-09-08,35,492,Grocery,139.26,73.56,6,12,7,0,0,0.6000000000000001,835.56,441.36,0,2,6,9
2023-10-27,6,210,Electronics,52.35,28.4,7,16,8,0,0,0.9,366.45,198.79999999999998,0,5,4,10
2023-12-01,6,424,Home Appliances,118.88,69.07,1,19,0,0,0,1.8,118.88,69.07,1,1,4,12
2023-06-28,42,172,Home Appliances,102.0,87.41,4,17,9,0,0,1.3,408.0,349.64,0,2,2,6
2023-01-11,16,214,Health,92.98,65.19,9,14,6,0,0,0.5,836.82,586.71,1,3,2,1
2023-06-23,4,411,Clothing,92.03,72.05,3,13,2,0,0,1.0,276.09000000000003,216.14999999999998,0,7,4,6
2023-06-25,43,397,Grocery,152.52,88.58,11,22,5,0,0,1.1,1677.72,974.38,0,3,6,6
2023-03-03,49,448,Health,43.57,36.94,7,7,1,1,0,0.0,304.99,258.58,0,7,4,3
2024-04-22,46,244,Toys,18.65,12.59,4,14,5,0,0,1.0,74.6,50.36,0,5,0,4
2023-01-11,25,349,Toys,125.75,97.94,8,8,7,1,0,0.0,1006.0,783.52,0,3,2,1
2024-08-28,36,312,Electronics,55.56,48.06,5,17,8,0,0,1.2000000000000002,277.8,240.3,0,6,2,8
2024-05-22,22,255,Clothing,126.49,91.57,7,13,3,0,0,0.6000000000000001,885.43,640.99,0,1,2,5
2024-08-31,44,53,Grocery,103.85,52.4,7,18,1,0,0,1.1,726.9499999999999,366.8,0,2,5,8
2024-12-13,46,31,Electronics,54.9,29.03,7,11,1,0,0,0.4,384.3,203.21,0,3,4,12
2024-08-28,3,365,Electronics,56.51,41.11,5,23,1,0,0,1.8,282.55,205.55,0,5,2,8
2024-03-23,39,54,Health,31.63,26.62,5,24,2,0,0,1.9000000000000001,158.15,133.1,0,5,5,3
